player-super-raids_player_name,player-dod-raid-points_player_name,player-tackle-points_player_name,player-successful-raids_player_name,player-super-tackles_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_player_name,player-successful-tackles_player_name,high-5s_player_name,player-super-raids_match_played,player-dod-raid-points_match_played,player-tackle-points_match_played,player-successful-raids_match_played,player-super-tackles_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_match_played,player-successful-tackles_match_played,high-5s_match_played,player-super-raids_position_name,player-dod-raid-points_position_name,player-tackle-points_position_name,player-successful-raids_position_name,player-super-tackles_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_position_name,player-successful-tackles_position_name,high-5s_position_name,player-super-raids_team,player-dod-raid-points_team,player-tackle-points_team,player-successful-raids_team,player-super-tackles_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team,player-successful-tackles_team,high-5s_team,player-super-raids_team_name,player-dod-raid-points_team_name,player-tackle-points_team_name,player-successful-raids_team_name,player-super-tackles_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_name,player-successful-tackles_team_name,high-5s_team_name,player-super-raids_team_full_name,player-dod-raid-points_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,player-super-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_team_full_name,player-successful-tackles_team_full_name,high-5s_team_full_name,player-super-raids_rank,player-dod-raid-points_rank,player-tackle-points_rank,player-successful-raids_rank,player-super-tackles_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_rank,player-successful-tackles_rank,high-5s_rank,player-super-raids_value,player-dod-raid-points_value,player-tackle-points_value,player-successful-raids_value,player-super-tackles_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_value,player-successful-tackles_value,high-5s_value,player-super-raids_points_per_match,player-dod-raid-points_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,player-super-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_points_per_match,player-successful-tackles_points_per_match,high-5s_points_per_match,player-super-raids_team_id,player-dod-raid-points_team_id,player-tackle-points_team_id,player-successful-raids_team_id,player-super-tackles_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_team_id,player-successful-tackles_team_id,high-5s_team_id,player-super-raids_position_id,player-dod-raid-points_position_id,player-tackle-points_position_id,player-successful-raids_position_id,player-super-tackles_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id,player-raid-points_position_id,player-successful-tackles_position_id,high-5s_position_id
Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,,Rohit,Rohit,,5,5,5,5,5,5,5,,5,5,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,PAT,,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,49,47,126,79,81,96,129,,74,127,,1,6,4,6,1,0.8,15,,11,3,,0.2,1.2,0.8,1.2,0.2,0.16,3,,2.2,0.6,,6,6,6,6,6,6,6,,6,6,,0,0,0,0,0,0,0,,0,0,
,Ratan G,,Ratan G,,,Ratan G,,Ratan G,,,,3,,3,,,3,,3,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,HYD,,HYD,,,HYD,,HYD,,,,Telugu Titans,,Telugu Titans,,,Telugu Titans,,Telugu Titans,,,,83,,92,,,187,,103,,,,1,,2,,,3,,3,,,,0.3333333333333333,,0.6666666666666666,,,1,,1,,,,8,,8,,,8,,8,,,,8,,8,,,8,,8,,
Vishwas S,Vishwas S,Vishwas S,Vishwas S,,Vishwas S,Vishwas S,,Vishwas S,Vishwas S,,16,16,16,16,,16,16,,16,16,,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,KOL,KOL,KOL,KOL,,KOL,KOL,,KOL,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,50,28,153,43,,176,69,,41,162,,1,12,1,28,,0.06,44,,43,1,,0.0625,0.75,0.0625,1.75,,0.00375,2.75,,2.6875,0.0625,,4,4,4,4,,4,4,,4,4,,8,8,8,8,,8,8,,8,8,
,,Sahul Kumar,,Sahul Kumar,Sahul Kumar,Sahul Kumar,,,Sahul Kumar,Sahul Kumar,,,21,,21,21,21,,,21,21,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,,JAI,JAI,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,26,,18,42,72,,,28,53,,,39,,5,1.86,39,,,34,1,,,1.8571428571428572,,0.238095238,0.088571429,1.8571428571428572,,,1.619047619047619,0.047619048,,,3,,3,3,3,,,3,3,,,0,,0,0,0,,,0,0
,,Kapil Gurjar,,Kapil Gurjar,Kapil Gurjar,Kapil Gurjar,,,Kapil Gurjar,,,,3,,3,3,3,,,3,,,,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,KOL,,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,,,127,,85,87,186,,,138,,,,3,,1,1,3,,,2,,,,1,,0.3333333333333333,0.3333333333333333,1,,,0.6666666666666666,,,,4,,4,4,4,,,4,,,,0,,0,0,0,,,0,
,,Ankit ,Ankit ,,Ankit ,Ankit ,,Ankit ,Ankit ,Ankit ,,,11,11,,11,11,,11,11,11,,,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,,HYD,HYD,HYD,,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,,58,119,,50,111,,115,57,54,,,18,1,,1.64,20,,2,18,1,,,1.6363636363636365,0.090909091,,0.149090909,1.818181818181818,,0.1818181818181818,1.6363636363636365,0.090909091,,,8,8,,8,8,,8,8,8,,,0,0,,0,0,,0,0,0
,,Ravindra Chouhan,,,Ravindra Chouhan,Ravindra Chouhan,,,Ravindra Chouhan,,,,2,,,2,2,,,2,,,,Defender-Right Corner,,,Defender-Right Corner,Defender-Right Corner,,,Defender-Right Corner,,,,,,,,,,,,,,,HAR,,,HAR,HAR,,,HAR,,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,,,,150,,,86,195,,,139,,,,2,,,1,2,,,2,,,,1,,,0.5,1,,,1,,,,28,,,28,28,,,28,,,,0,,,0,0,,,0,
,,Mayur Kadam,,,Mayur Kadam,Mayur Kadam,,,Mayur Kadam,Mayur Kadam,,,9,,,9,9,,,9,9,,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,PAT,,,PAT,PAT,,,PAT,PAT,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,,,49,,,27,105,,,46,33,,,22,,,2.44,22,,,22,2,,,2.4444444444444446,,,0.2711111111111111,2.4444444444444446,,,2.4444444444444446,0.2222222222222222,,,6,,,6,6,,,6,6,,,0,,,0,0,,,0,0
,,Akshay Kumar,,Akshay Kumar,Akshay Kumar,Akshay Kumar,,,Akshay Kumar,,,,8,,8,8,8,,,8,,,,Defender-Left Corner,,Defender-Left Corner,Defender-Left Corner,Defender-Left Corner,,,Defender-Left Corner,,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,KOL,,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,,,83,,50,70,147,,,82,,,,10,,2,1.25,10,,,8,,,,1.25,,0.25,0.15625,1.25,,,1,,,,4,,4,4,4,,,4,,,,0,,0,0,0,,,0,
,,Hamid Nader,Hamid Nader,Hamid Nader,Hamid Nader,Hamid Nader,,Hamid Nader,Hamid Nader,Hamid Nader,,,18,18,18,18,18,,18,18,18,,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,,65,94,51,94,110,,88,66,50,,,15,2,2,0.83,20,,5,13,1,,,0.8333333333333334,0.1111111111111111,0.1111111111111111,0.046111111,1.1111111111111112,,0.2777777777777778,0.7222222222222222,0.055555556,,,8,8,8,8,8,,8,8,8,,,0,0,0,0,0,,0,0,0
Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,24,24,24,24,24,24,24,,24,24,24,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,26,56,1,49,52,2,15,,48,1,1,2,4,99,21,2,4.13,126,,27,97,11,0.083333333,0.1666666666666666,4.125,0.875,0.083333333,0.1720833333333333,5.25,,1.125,4.041666666666667,0.4583333333333333,7,7,7,7,7,7,7,,7,7,7,0,0,0,0,0,0,0,,0,0,0
,Samuel Wafula,,,,,Samuel Wafula,,Samuel Wafula,,,,7,,,,,7,,7,,,,All-Rounder,,,,,All-Rounder,,All-Rounder,,,,,,,,,,,,,,,U.P.,,,,,U.P.,,U.P.,,,,U.P. Yoddhas,,,,,U.P. Yoddhas,,U.P. Yoddhas,,,,81,,,,,212,,133,,,,1,,,,,1,,1,,,,0.1428571428571428,,,,,0.1428571428571428,,0.1428571428571428,,,,30,,,,,30,,30,,,,0,,,,,0,,0,,
,,Amirhossein Bastami,,Amirhossein Bastami,Amirhossein Bastami,Amirhossein Bastami,,Amirhossein Bastami,Amirhossein Bastami,Amirhossein Bastami,,,15,,15,15,15,,15,15,15,,,Defender,,Defender,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,CHE,CHE,CHE,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,50,,53,60,104,,132,54,51,,,21,,2,1.4,22,,1,19,1,,,1.4,,0.1333333333333333,0.093333333,1.4666666666666666,,0.066666667,1.2666666666666666,0.066666667,,,29,,29,29,29,,29,29,29,,,9,,9,9,9,,9,9,9
,Aslam Thambi,,Aslam Thambi,,,Aslam Thambi,,Aslam Thambi,,,,3,,3,,,3,,3,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,KOL,,KOL,,,KOL,,KOL,,,,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,,Bengal Warriors,,,,82,,121,,,196,,114,,,,1,,1,,,2,,2,,,,0.3333333333333333,,0.3333333333333333,,,0.6666666666666666,,0.6666666666666666,,,,4,,4,,,4,,4,,,,8,,8,,,8,,8,,
Bharat,Bharat,Bharat,Bharat,,Bharat,Bharat,Bharat,Bharat,Bharat,,18,18,18,18,,18,18,18,18,18,,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,16,24,107,20,,135,21,18,19,95,,3,14,6,81,,0.33,109,4,103,6,,0.1666666666666666,0.7777777777777778,0.3333333333333333,4.5,,0.018333333,6.055555555555555,0.2222222222222222,5.722222222222222,0.3333333333333333,,1,1,1,1,,1,1,1,1,1,,8,8,8,8,,8,8,8,8,8,
Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,,23,23,23,23,23,23,23,23,23,23,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,1,1,122,1,82,156,1,2,1,123,,9,41,4,228,1,0.17,280,15,276,3,,0.391304348,1.7826086956521738,0.1739130434782608,9.913043478,0.043478261,0.007391304,12.173913043478262,0.6521739130434783,12,0.1304347826086956,,2,2,2,2,2,2,2,2,2,2,,8,8,8,8,8,8,8,8,8,8,
,,Krishan,,Krishan,Krishan,Krishan,,,Krishan,Krishan,,,24,,24,24,24,,,24,24,,,Defender,,Defender,Defender,Defender,,,Defender,Defender,,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,,PAT,PAT,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,,,2,,16,4,30,,,2,6,,,78,,5,3.25,78,,,73,6,,,3.25,,0.2083333333333333,0.1354166666666666,3.25,,,3.0416666666666665,0.25,,,6,,6,6,6,,,6,6,,,9,,9,9,9,,,9,9
Mohit Nandal,Mohit Nandal,Mohit Nandal,Mohit Nandal,Mohit Nandal,Mohit Nandal,Mohit Nandal,,Mohit Nandal,Mohit Nandal,Mohit Nandal,24,24,24,24,24,24,24,,24,24,24,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,40,80,5,93,9,15,34,,94,5,7,1,1,70,2,6,2.92,74,,4,64,6,0.041666667,0.041666667,2.9166666666666665,0.083333333,0.25,0.1216666666666666,3.0833333333333335,,0.1666666666666666,2.6666666666666665,0.25,28,28,28,28,28,28,28,,28,28,28,0,0,0,0,0,0,0,,0,0,0
,,Deepak Singh,Deepak Singh,Deepak Singh,Deepak Singh,Deepak Singh,,Deepak Singh,Deepak Singh,Deepak Singh,,,14,14,14,14,14,,14,14,14,,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,25,120,49,11,68,,93,24,15,,,43,1,2,3.07,47,,4,41,4,,,3.0714285714285716,0.071428571,0.1428571428571428,0.2192857142857142,3.357142857142857,,0.2857142857142857,2.9285714285714284,0.2857142857142857,,,31,31,31,31,31,,31,31,31,,,0,0,0,0,0,,0,0,0
,,Manish,,Manish,Manish,Manish,,,Manish,,,,15,,15,15,15,,,15,,,,Defender,,Defender,Defender,Defender,,,Defender,,,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,,PAT,,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,Patna Pirates,,,,73,,35,92,137,,,80,,,,13,,3,0.87,13,,,10,,,,0.8666666666666667,,0.2,0.058,0.8666666666666667,,,0.6666666666666666,,,,6,,6,6,6,,,6,,,,9,,9,9,9,,,9,
Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,Akash Shinde,,13,13,13,13,13,13,13,13,13,13,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,33,34,149,36,86,160,53,28,35,161,,2,10,2,43,1,0.15,58,2,56,1,,0.1538461538461538,0.7692307692307693,0.1538461538461538,3.3076923076923075,0.076923077,0.011538462,4.461538461538462,0.1538461538461538,4.3076923076923075,0.076923077,,7,7,7,7,7,7,7,7,7,7,,8,8,8,8,8,8,8,8,8,8,
Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,Aslam Mustafa Inamdar,23,23,23,23,23,23,23,23,23,23,23,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,34,14,43,10,47,77,9,23,10,41,52,2,18,26,119,2,1.13,168,3,142,24,1,0.086956522,0.782608696,1.1304347826086956,5.173913043478261,0.086956522,0.049130435,7.304347826086956,0.1304347826086956,6.173913043478261,1.0434782608695652,0.043478261,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0
,Shubham Shelke,,Shubham Shelke,,,Shubham Shelke,,Shubham Shelke,,,,5,,5,,,5,,5,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,JAI,,JAI,,,JAI,,JAI,,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,79,,68,,,145,,73,,,,1,,9,,,11,,11,,,,0.2,,1.8,,,2.2,,2.2,,,,3,,3,,,3,,3,,,,8,,8,,,8,,8,,
,,Aashish,,,Aashish,Aashish,,,Aashish,,,,7,,,7,7,,,7,,,,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,,,,,,,,,,,,,,,CHE,,,CHE,CHE,,,CHE,,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,,,92,,,85,160,,,92,,,,7,,,1,7,,,7,,,,1,,,0.1428571428571428,1,,,1,,,,29,,,29,29,,,29,,,,0,,,0,0,,,0,
,,Himanshu Singh,Himanshu Singh,,Himanshu Singh,Himanshu Singh,,Himanshu Singh,Himanshu Singh,,,,7,7,,7,7,,7,7,,,,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,,,CHE,CHE,,CHE,CHE,,CHE,CHE,,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,,,154,69,,161,144,,75,160,,,,1,9,,0.14,11,,10,1,,,,0.1428571428571428,1.2857142857142858,,0.02,1.5714285714285714,,1.4285714285714286,0.1428571428571428,,,,29,29,,29,29,,29,29,,,,8,8,,8,8,,8,8,
,,Mohit,Mohit,Mohit,Mohit,Mohit,,Mohit,Mohit,,,,17,17,17,17,17,,17,17,,,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,,CHE,CHE,,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,,,47,101,48,68,96,,102,48,,,,22,2,2,1.29,25,,3,20,,,,1.2941176470588236,0.1176470588235294,0.1176470588235294,0.075882353,1.4705882352941178,,0.1764705882352941,1.1764705882352942,,,,29,29,29,29,29,,29,29,,,,0,0,0,0,0,,0,0,
,,Sahil Gulia,,Sahil Gulia,Sahil Gulia,Sahil Gulia,,,Sahil Gulia,Sahil Gulia,,,22,,22,22,22,,,22,22,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,,CHE,CHE,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,7,,19,9,40,,,6,8,,,69,,5,3.14,69,,,64,6,,,3.136363636363636,,0.2272727272727272,0.1427272727272727,3.136363636363636,,,2.909090909090909,0.2727272727272727,,,29,,29,29,29,,,29,29,,,0,,0,0,0,,,0,0
,Shivam,,Shivam,,,Shivam,Shivam,Shivam,,,,5,,5,,,5,5,5,,,,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,,MUM,,MUM,,,MUM,MUM,MUM,,,,U Mumba,,U Mumba,,,U Mumba,U Mumba,U Mumba,,,,55,,63,,,117,29,59,,,,4,,13,,,19,1,19,,,,0.8,,2.6,,,3.8,0.2,3.8,,,,5,,5,,,5,5,5,,,,8,,8,,,8,8,8,,
,,Aman,,Aman,Aman,Aman,,Aman,Aman,,,,13,,13,13,13,,13,13,,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,,BLR,,BLR,BLR,BLR,,BLR,BLR,,,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,,,48,,42,49,102,,131,49,,,,22,,2,1.69,23,,1,20,,,,1.6923076923076923,,0.1538461538461538,0.13,1.7692307692307692,,0.076923077,1.5384615384615383,,,,1,,1,1,1,,1,1,,,,0,,0,0,0,,0,0,
,,Balaji D,,,Balaji D,Balaji D,,,Balaji D,,,,19,,,19,19,,,19,,,,All-Rounder,,,All-Rounder,All-Rounder,,,All-Rounder,,,,,,,,,,,,,,,GUJ,,,GUJ,GUJ,,,GUJ,,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,,61,,,93,125,,,60,,,,16,,,0.84,16,,,16,,,,0.8421052631578947,,,0.044210526,0.8421052631578947,,,0.8421052631578947,,,,31,,,31,31,,,31,,,,0,,,0,0,,,0,
Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,Jai Bhagwan,,Jai Bhagwan,Jai Bhagwan,,13,13,13,13,13,13,13,,13,13,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,35,43,128,45,99,149,59,,39,140,,2,7,3,27,1,0.23,50,,47,2,,0.1538461538461538,0.5384615384615384,0.2307692307692307,2.076923076923077,0.076923077,0.017692308,3.8461538461538463,,3.6153846153846154,0.1538461538461538,,5,5,5,5,5,5,5,,5,5,,8,8,8,8,8,8,8,,8,8,
,Heidarali Ekrami,,Heidarali Ekrami,,,Heidarali Ekrami,,Heidarali Ekrami,,,,10,,10,,,10,,10,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,MUM,,MUM,,,MUM,,MUM,,,,U Mumba,,U Mumba,,,U Mumba,,U Mumba,,,,40,,62,,,124,,63,,,,8,,13,,,17,,17,,,,0.8,,1.3,,,1.7,,1.7,,,,5,,5,,,5,,5,,,,8,,8,,,8,,8,,
,,Mohammadreza Kaboudrahangi,Mohammadreza Kaboudrahangi,Mohammadreza Kaboudrahangi,Mohammadreza Kaboudrahangi,Mohammadreza Kaboudrahangi,,Mohammadreza Kaboudrahangi,Mohammadreza Kaboudrahangi,Mohammadreza Kaboudrahangi,,,6,6,6,6,6,,6,6,6,,,Defender,Defender,Defender,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,,CHE,CHE,CHE,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,60,110,7,18,119,,113,72,45,,,17,1,6,2.83,19,,2,11,1,,,2.8333333333333335,0.1666666666666666,1,0.4716666666666667,3.1666666666666665,,0.3333333333333333,1.8333333333333333,0.1666666666666666,,,29,29,29,29,29,,29,29,29,,,9,9,9,9,9,,9,9,9
,Reza Mirbagheri,Reza Mirbagheri,Reza Mirbagheri,Reza Mirbagheri,Reza Mirbagheri,Reza Mirbagheri,,Reza Mirbagheri,Reza Mirbagheri,Reza Mirbagheri,,22,22,22,22,22,22,,22,22,22,,Defender,Defender,Defender,Defender,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,JAI,JAI,JAI,JAI,JAI,JAI,,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,78,15,99,2,21,47,,92,17,34,,1,60,2,9,2.73,64,,4,51,2,,0.045454545,2.727272727272727,0.090909091,0.4090909090909091,0.124090909,2.909090909090909,,0.1818181818181818,2.3181818181818183,0.090909091,,3,3,3,3,3,3,,3,3,3,,9,9,9,9,9,9,,9,9,9
,,Mohit,,Mohit,Mohit,Mohit,,,Mohit,Mohit,,,22,,22,22,22,,,22,22,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,,,HAR,HAR,,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,23,,87,36,67,,,20,35,,,47,,1,2.14,47,,,46,2,,,2.136363636363636,,0.045454545,0.097272727,2.136363636363636,,,2.090909090909091,0.090909091,,,28,,28,28,28,,,28,28,,,0,,0,0,0,,,0,0
