player-raid-points_player_name,player-super-tackles_player_name,player-successful-tackles_player_name,player-dod-raid-points_player_name,player-super-raids_player_name,player-tackle-points_player_name,player-successful-raids_player_name,high-5s_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_match_played,player-super-tackles_match_played,player-successful-tackles_match_played,player-dod-raid-points_match_played,player-super-raids_match_played,player-tackle-points_match_played,player-successful-raids_match_played,high-5s_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_position_name,player-super-tackles_position_name,player-successful-tackles_position_name,player-dod-raid-points_position_name,player-super-raids_position_name,player-tackle-points_position_name,player-successful-raids_position_name,high-5s_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_team,player-super-tackles_team,player-successful-tackles_team,player-dod-raid-points_team,player-super-raids_team,player-tackle-points_team,player-successful-raids_team,high-5s_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team_name,player-super-tackles_team_name,player-successful-tackles_team_name,player-dod-raid-points_team_name,player-super-raids_team_name,player-tackle-points_team_name,player-successful-raids_team_name,high-5s_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_full_name,player-super-tackles_team_full_name,player-successful-tackles_team_full_name,player-dod-raid-points_team_full_name,player-super-raids_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,high-5s_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_rank,player-super-tackles_rank,player-successful-tackles_rank,player-dod-raid-points_rank,player-super-raids_rank,player-tackle-points_rank,player-successful-raids_rank,high-5s_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_value,player-super-tackles_value,player-successful-tackles_value,player-dod-raid-points_value,player-super-raids_value,player-tackle-points_value,player-successful-raids_value,high-5s_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_points_per_match,player-super-tackles_points_per_match,player-successful-tackles_points_per_match,player-dod-raid-points_points_per_match,player-super-raids_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,high-5s_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_team_id,player-super-tackles_team_id,player-successful-tackles_team_id,player-dod-raid-points_team_id,player-super-raids_team_id,player-tackle-points_team_id,player-successful-raids_team_id,high-5s_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_position_id,player-super-tackles_position_id,player-successful-tackles_position_id,player-dod-raid-points_position_id,player-super-raids_position_id,player-tackle-points_position_id,player-successful-raids_position_id,high-5s_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id
V Ajith Kumar,,,V Ajith Kumar,V Ajith Kumar,,V Ajith Kumar,,,V Ajith Kumar,V Ajith Kumar,19.0,,,19.0,19.0,,19.0,,,19,19.0,Raider,,,Raider,Raider,,Raider,,,Raider,Raider,,,,,,,,,,,,CHE,,,CHE,CHE,,CHE,,,CHE,CHE,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,14.0,,,23.0,28.0,,13.0,,,16,9.0,121.0,,,11.0,1.0,,101.0,,,121,5.0,6.368421052631579,,,0.5789473684210527,0.0526315789473684,,5.315789473684211,,,6.368421052631579,0.2631578947368421,29.0,,,29.0,29.0,,29.0,,,29,29.0,8.0,,,8.0,8.0,,8.0,,,8,8.0
Vinay ,,Vinay ,Vinay ,Vinay ,Vinay ,Vinay ,,Vinay ,Vinay ,Vinay ,23.0,,23.0,23.0,23.0,23.0,23.0,,23.0,23,23.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,HAR,,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,12.0,,94.0,16.0,5.0,100.0,14.0,,138.0,13,14.0,125.0,,4.0,15.0,6.0,4.0,90.0,,0.17,129,3.0,5.434782608695652,,0.1739130434782608,0.6521739130434783,0.2608695652173913,0.1739130434782608,3.9130434782608696,,0.007391304347826,5.608695652173913,0.1304347826086956,28.0,,28.0,28.0,28.0,28.0,28.0,,28.0,28,28.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Suraj Desai,,Suraj Desai,Suraj Desai,Suraj Desai,Suraj Desai,Suraj Desai,,Suraj Desai,Suraj Desai,Suraj Desai,12.0,,12.0,12.0,12.0,12.0,12.0,,12.0,12,12.0,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,HYD,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,42.0,,144.0,55.0,29.0,142.0,41.0,,151.0,71,38.0,44.0,,1.0,3.0,1.0,1.0,35.0,,0.08,45,1.0,3.6666666666666665,,0.0833333333333333,0.25,0.0833333333333333,0.0833333333333333,2.9166666666666665,,0.0066666666666666,3.75,0.0833333333333333,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0
Palle Mallikarjun,Palle Mallikarjun,Palle Mallikarjun,Palle Mallikarjun,,Palle Mallikarjun,Palle Mallikarjun,,Palle Mallikarjun,Palle Mallikarjun,,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5,,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,HYD,HYD,HYD,HYD,,HYD,HYD,,HYD,HYD,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,74.0,82.0,145.0,74.0,,130.0,79.0,,106.0,131,,7.0,1.0,1.0,1.0,,2.0,4.0,,0.4,9,,1.4,0.2,0.2,0.2,,0.4,0.8,,0.08,1.8,,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,8,,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,8,
Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,JAI,JAI,JAI,JAI,JAI,JAI,JAI,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,45.0,17.0,52.0,38.0,30.0,49.0,45.0,34.0,55.0,61,,32.0,4.0,15.0,8.0,1.0,19.0,23.0,1.0,1.19,51,,2.0,0.25,0.9375,0.5,0.0625,1.1875,1.4375,0.0625,0.074375,3.1875,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Hemant Chauhan,,Hemant Chauhan,Hemant Chauhan,,Hemant Chauhan,Hemant Chauhan,,Hemant Chauhan,Hemant Chauhan,,4.0,,4.0,4.0,,4.0,4.0,,4.0,4,,,,,,,,,,,,,,,,,,,,,,,,CHE,,CHE,CHE,,CHE,CHE,,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,129.0,,147.0,75.0,,144.0,106.0,,124.0,178,,1.0,,1.0,1.0,,1.0,1.0,,0.25,2,,0.25,,0.25,0.25,,0.25,0.25,,0.0625,0.5,,29.0,,29.0,29.0,,29.0,29.0,,29.0,29,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0,
Purna Singh,,,Purna Singh,,,Purna Singh,,,Purna Singh,,8.0,,,8.0,,,8.0,,,8,,,,,,,,,,,,,,,,,,,,,,,,PAT,,,PAT,,,PAT,,,PAT,,Patna Pirates,,,Patna Pirates,,,Patna Pirates,,,Patna Pirates,,88.0,,,69.0,,,81.0,,,155,,5.0,,,2.0,,,4.0,,,5,,0.625,,,0.25,,,0.5,,,0.625,,6.0,,,6.0,,,6.0,,,6,,0.0,,,0.0,,,0.0,,,0,
,Santhapanaselvam ,Santhapanaselvam ,,,Santhapanaselvam ,,,Santhapanaselvam ,Santhapanaselvam ,,,9.0,9.0,,,9.0,,,9.0,9,,,All Rounder,All Rounder,,,All Rounder,,,All Rounder,All Rounder,,,,,,,,,,,,,,JAI,JAI,,,JAI,,,JAI,JAI,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,72.0,56.0,,,57.0,,,41.0,112,,,1.0,13.0,,,14.0,,,1.56,14,,,0.1111111111111111,1.4444444444444444,,,1.5555555555555556,,,0.1733333333333333,1.5555555555555556,,,3.0,3.0,,,3.0,,,3.0,3,,,0.0,0.0,,,0.0,,,0.0,0,
Vijay ,,Vijay ,Vijay ,Vijay ,Vijay ,Vijay ,,Vijay ,Vijay ,Vijay ,22.0,,22.0,22.0,22.0,22.0,22.0,,22.0,22,22.0,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,DEL,,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,DEL,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,39.0,,55.0,70.0,26.0,58.0,40.0,,84.0,46,39.0,48.0,,14.0,2.0,2.0,14.0,37.0,,0.64,62,1.0,2.1818181818181817,,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.6363636363636364,1.681818181818182,,0.029090909090909,2.8181818181818183,0.0454545454545454,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0
Monu ,Monu ,Monu ,Monu ,,Monu ,Monu ,,Monu ,Monu ,,21.0,21.0,21.0,21.0,,21.0,21.0,,21.0,21,,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,PAT,PAT,PAT,PAT,,PAT,PAT,,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,67.0,5.0,48.0,71.0,,43.0,61.0,,54.0,80,,11.0,7.0,19.0,2.0,,26.0,9.0,,1.24,37,,0.5238095238095238,0.3333333333333333,0.9047619047619048,0.0952380952380952,,1.238095238095238,0.4285714285714285,,0.059047619047619,1.761904761904762,,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,6,,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,8,
Vishal Bharadwaj,Vishal Bharadwaj,Vishal Bharadwaj,,,Vishal Bharadwaj,,Vishal Bharadwaj,Vishal Bharadwaj,Vishal Bharadwaj,,19.0,19.0,19.0,,,19.0,,19.0,19.0,19,,defender,defender,defender,,,defender,,defender,defender,defender,,,,,,,,,,,,,HYD,HYD,HYD,,,HYD,,HYD,HYD,HYD,,Telugu Titans,Telugu Titans,Telugu Titans,,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,128.0,2.0,11.0,,,9.0,,5.0,4.0,42,,1.0,9.0,53.0,,,62.0,,5.0,3.26,63,,0.0526315789473684,0.4736842105263157,2.789473684210526,,,3.263157894736842,,0.2631578947368421,0.171578947368421,3.3157894736842106,,8.0,8.0,8.0,,,8.0,,8.0,8.0,8,,9.0,9.0,9.0,,,9.0,,9.0,9.0,9,
,Rinku Narwal,Rinku Narwal,,,Rinku Narwal,,Rinku Narwal,Rinku Narwal,Rinku Narwal,,,23.0,23.0,,,23.0,,23.0,23.0,23,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,KOL,KOL,,,KOL,,KOL,KOL,KOL,,,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,18.0,7.0,,,6.0,,10.0,9.0,41,,,4.0,60.0,,,64.0,,4.0,2.78,64,,,0.1739130434782608,2.608695652173913,,,2.782608695652174,,0.1739130434782608,0.1208695652173913,2.782608695652174,,,4.0,4.0,,,4.0,,4.0,4.0,4,,,9.0,9.0,,,9.0,,9.0,9.0,9,
Surinder Singh,Surinder Singh,Surinder Singh,,Surinder Singh,Surinder Singh,Surinder Singh,Surinder Singh,Surinder Singh,Surinder Singh,,24.0,24.0,24.0,,24.0,24.0,24.0,24.0,24.0,24,,Defender,Defender,Defender,,Defender,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,MUM,MUM,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,89.0,46.0,12.0,,31.0,16.0,105.0,24.0,24.0,50,,4.0,2.0,52.0,,1.0,54.0,1.0,2.0,2.25,58,,0.1666666666666666,0.0833333333333333,2.1666666666666665,,0.0416666666666666,2.25,0.0416666666666666,0.0833333333333333,0.09375,2.4166666666666665,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9,
Nitesh Kumar,Nitesh Kumar,Nitesh Kumar,,,Nitesh Kumar,,Nitesh Kumar,Nitesh Kumar,Nitesh Kumar,,23.0,23.0,23.0,,,23.0,,23.0,23.0,23,,Defender,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,U.P.,U.P.,U.P.,,,U.P.,,U.P.,U.P.,U.P.,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,127.0,3.0,3.0,,,3.0,,4.0,5.0,31,,1.0,8.0,67.0,,,75.0,,6.0,3.26,76,,0.0434782608695652,0.3478260869565217,2.9130434782608696,,,3.260869565217391,,0.2608695652173913,0.1417391304347826,3.3043478260869565,,30.0,30.0,30.0,,,30.0,,30.0,30.0,30,,9.0,9.0,9.0,,,9.0,,9.0,9.0,9,
,,Pankaj ,,,Pankaj ,,Pankaj ,Pankaj ,Pankaj ,,,,11.0,,,11.0,,11.0,11.0,11,,,,All Rounder,,,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,,GUJ,,,GUJ,,GUJ,GUJ,GUJ,,,,Gujarat Giants,,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,,39.0,,,42.0,,25.0,19.0,88,,,,27.0,,,27.0,,2.0,2.45,27,,,,2.4545454545454546,,,2.4545454545454546,,0.1818181818181818,0.2227272727272727,2.4545454545454546,,,,31.0,,,31.0,,31.0,31.0,31,,,,0.0,,,0.0,,0.0,0.0,0,
Ravindra Kumavat,,Ravindra Kumavat,Ravindra Kumavat,,Ravindra Kumavat,Ravindra Kumavat,,Ravindra Kumavat,Ravindra Kumavat,,4.0,,4.0,4.0,,4.0,4.0,,4.0,4,,raider,,raider,raider,,raider,raider,,raider,raider,,,,,,,,,,,,,KOL,,KOL,KOL,,KOL,KOL,,KOL,KOL,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,75.0,,143.0,56.0,,141.0,71.0,,125.0,139,,7.0,,1.0,3.0,,1.0,6.0,,0.25,8,,1.75,,0.25,0.75,,0.25,1.5,,0.0625,2.0,,4.0,,4.0,4.0,,4.0,4.0,,4.0,4,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,
,,Adarsh T,,,Adarsh T,,,Adarsh T,Adarsh T,,,,12.0,,,12.0,,,12.0,12,,,,Defender - Left Corner,,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,,KOL,,,KOL,,,KOL,KOL,,,,Bengal Warriors,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,,83.0,,,90.0,,,99.0,145,,,,6.0,,,6.0,,,0.5,6,,,,0.5,,,0.5,,,0.0416666666666666,0.5,,,,4.0,,,4.0,,,4.0,4,,,,0.0,,,0.0,,,0.0,0,
Ajay ,,Ajay ,,,Ajay ,Ajay ,,Ajay ,Ajay ,,11.0,,11.0,,,11.0,11.0,,11.0,11,,,,,,,,,,,,,,,,,,,,,,,,BLR,,BLR,,,BLR,BLR,,BLR,BLR,,Bengaluru Bulls,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,102.0,,121.0,,,129.0,104.0,,135.0,160,,2.0,,2.0,,,2.0,1.0,,0.18,4,,0.1818181818181818,,0.1818181818181818,,,0.1818181818181818,0.0909090909090909,,0.0163636363636363,0.3636363636363636,,1.0,,1.0,,,1.0,1.0,,1.0,1,,0.0,,0.0,,,0.0,0.0,,0.0,0,
Ajinkya Ashok Pawar,,,Ajinkya Ashok Pawar,,,Ajinkya Ashok Pawar,,,Ajinkya Ashok Pawar,,14.0,,,14.0,,,14.0,,,14,,Raider,,,Raider,,,Raider,,,Raider,,,,,,,,,,,,,JAI,,,JAI,,,JAI,,,JAI,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,50.0,,,29.0,,,48.0,,,94,,21.0,,,10.0,,,17.0,,,21,,1.5,,,0.7142857142857143,,,1.2142857142857142,,,1.5,,3.0,,,3.0,,,3.0,,,3,,8.0,,,8.0,,,8.0,,,8,
Aman Kadian,,Aman Kadian,,,Aman Kadian,Aman Kadian,,Aman Kadian,Aman Kadian,,4.0,,4.0,,,4.0,4.0,,4.0,4,,,,,,,,,,,,,,,,,,,,,,,,DEL,,DEL,,,DEL,DEL,,DEL,DEL,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,76.0,,142.0,,,140.0,83.0,,121.0,140,,6.0,,1.0,,,1.0,3.0,,0.25,7,,1.5,,0.25,,,0.25,0.75,,0.0625,1.75,,2.0,,2.0,,,2.0,2.0,,2.0,2,,0.0,,0.0,,,0.0,0.0,,0.0,0,
Ankit ,Ankit ,Ankit ,Ankit ,,Ankit ,,,Ankit ,Ankit ,,12.0,12.0,12.0,12.0,,12.0,,,12.0,12,,Defender,Defender,Defender,Defender,,Defender,,,Defender,Defender,,,,,,,,,,,,,BLR,BLR,BLR,BLR,,BLR,,,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,125.0,70.0,68.0,87.0,,69.0,,,72.0,122,,1.0,1.0,9.0,1.0,,10.0,,,0.83,11,,0.0833333333333333,0.0833333333333333,0.75,0.0833333333333333,,0.8333333333333334,,,0.0691666666666666,0.9166666666666666,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1,,9.0,9.0,9.0,9.0,,9.0,,,9.0,9,
,Parveen ,Parveen ,,,Parveen ,,,Parveen ,Parveen ,,,8.0,8.0,,,8.0,,,8.0,8,,,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,HAR,HAR,,,HAR,,,HAR,HAR,,,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,71.0,106.0,,,101.0,,,98.0,161,,,1.0,3.0,,,4.0,,,0.5,4,,,0.125,0.375,,,0.5,,,0.0625,0.5,,,28.0,28.0,,,28.0,,,28.0,28,,,0.0,0.0,,,0.0,,,0.0,0,
,,Ponparthiban Subramanian,,,Ponparthiban Subramanian,,,Ponparthiban Subramanian,Ponparthiban Subramanian,,,,9.0,,,9.0,,,9.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,CHE,,,CHE,,,CHE,CHE,,,,Tamil Thalaivas,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,,93.0,,,102.0,,,104.0,162,,,,4.0,,,4.0,,,0.44,4,,,,0.4444444444444444,,,0.4444444444444444,,,0.0488888888888888,0.4444444444444444,,,,29.0,,,29.0,,,29.0,29,,,,0.0,,,0.0,,,0.0,0,
,,Sandeep ,,,Sandeep ,,,Sandeep ,Sandeep ,,,,1.0,,,1.0,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,PUN,,,PUN,,,PUN,PUN,,,,Puneri Paltan,,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,,,115.0,,,134.0,,,31.0,177,,,,2.0,,,2.0,,,2.0,2,,,,2.0,,,2.0,,,2.0,2.0,,,,7.0,,,7.0,,,7.0,7,,,,0.0,,,0.0,,,0.0,0,
Shubham Shinde,Shubham Shinde,Shubham Shinde,,,Shubham Shinde,Shubham Shinde,,Shubham Shinde,Shubham Shinde,,13.0,13.0,13.0,,,13.0,13.0,,13.0,13,,Defender - Right corner,Defender - Right corner,Defender - Right corner,,,Defender - Right corner,Defender - Right corner,,Defender - Right corner,Defender - Right corner,,,,,,,,,,,,,PUN,PUN,PUN,,,PUN,PUN,,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,126.0,45.0,53.0,,,50.0,102.0,,50.0,100,,1.0,2.0,15.0,,,17.0,1.0,,1.31,18,,0.0769230769230769,0.1538461538461538,1.1538461538461535,,,1.3076923076923077,0.0769230769230769,,0.1007692307692307,1.3846153846153846,,7.0,7.0,7.0,,,7.0,7.0,,7.0,7,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0,
Sumit Singh,Sumit Singh,Sumit Singh,Sumit Singh,,Sumit Singh,Sumit Singh,,Sumit Singh,Sumit Singh,,20.0,20.0,20.0,20.0,,20.0,20.0,,20.0,20,,raider,raider,raider,raider,,raider,raider,,raider,raider,,,,,,,,,,,,,BLR,BLR,BLR,BLR,,BLR,BLR,,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,34.0,73.0,92.0,18.0,,89.0,34.0,,118.0,38,,60.0,1.0,5.0,14.0,,6.0,46.0,,0.3,66,,3.0,0.05,0.25,0.7,,0.3,2.3,,0.015,3.3,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1,,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,8,
,Sunil ,Sunil ,,,Sunil ,,Sunil ,Sunil ,Sunil ,,,21.0,21.0,,,21.0,,21.0,21.0,21,,,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,HAR,HAR,,,HAR,,HAR,HAR,HAR,,,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,74.0,9.0,,,15.0,,16.0,14.0,54,,,1.0,54.0,,,55.0,,3.0,2.62,55,,,0.0476190476190476,2.5714285714285716,,,2.619047619047619,,0.1428571428571428,0.1247619047619047,2.619047619047619,,,28.0,28.0,,,28.0,,28.0,28.0,28,,,0.0,0.0,,,0.0,,0.0,0.0,0,
,Neeraj Kumar,Neeraj Kumar,,,Neeraj Kumar,,Neeraj Kumar,Neeraj Kumar,Neeraj Kumar,,,22.0,22.0,,,22.0,,22.0,22.0,22,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,PAT,PAT,,,PAT,,PAT,PAT,PAT,,,Patna Pirates,Patna Pirates,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,16.0,10.0,,,11.0,,13.0,13.0,49,,,5.0,54.0,,,59.0,,4.0,2.68,59,,,0.2272727272727272,2.4545454545454546,,,2.6818181818181817,,0.1818181818181818,0.1218181818181818,2.6818181818181817,,,6.0,6.0,,,6.0,,6.0,6.0,6,,,9.0,9.0,,,9.0,,9.0,9.0,9,
Amit Kumar,Amit Kumar,Amit Kumar,Amit Kumar,,Amit Kumar,Amit Kumar,Amit Kumar,Amit Kumar,Amit Kumar,,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,15.0,15,,,,,,,,,,,,,,,,,,,,,,,,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,51.0,75.0,42.0,39.0,,41.0,50.0,32.0,36.0,66,,20.0,1.0,26.0,8.0,,27.0,15.0,1.0,1.8,47,,1.3333333333333333,0.0666666666666666,1.7333333333333334,0.5333333333333333,,1.8,1.0,0.0666666666666666,0.12,3.1333333333333333,,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,
,Ajeet ,Ajeet ,,,Ajeet ,,,Ajeet ,Ajeet ,,,14.0,14.0,,,14.0,,,14.0,14,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,CHE,CHE,,,CHE,,,CHE,CHE,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,76.0,58.0,,,56.0,,,64.0,111,,,1.0,13.0,,,14.0,,,1.0,14,,,0.0714285714285714,0.9285714285714286,,,1.0,,,0.0714285714285714,1.0,,,29.0,29.0,,,29.0,,,29.0,29,,,9.0,9.0,,,9.0,,,9.0,9,
Amit Sheoran,Amit Sheoran,Amit Sheoran,,,Amit Sheoran,,Amit Sheoran,Amit Sheoran,Amit Sheoran,,24.0,24.0,24.0,,,24.0,,24.0,24.0,24,,Defender,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,BLR,BLR,BLR,,,BLR,,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,124.0,29.0,19.0,,,19.0,,14.0,27.0,60,,1.0,3.0,47.0,,,50.0,,3.0,2.08,51,,0.0416666666666666,0.125,1.9583333333333333,,,2.0833333333333335,,0.125,0.0866666666666666,2.125,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1,,9.0,9.0,9.0,,,9.0,,9.0,9.0,9,
